task_id,calibration_class_id,calibration_region_id,time,start_slice,duration_slices,source,target,node_id,compute_units,gpu_units,memory_gb,storage_gb,traffic_mbps,priority,task_type
RADAR-45-oceania-human-web,human-web,oceania,T45,45,2,P51-S08,P45-S12,,4.37,0,2.4,8,76.4,2,mixed
RADAR-45-oceania-video-streaming,video-streaming,oceania,T45,45,3,P54-S10,P50-S17,,2.81,0,2,14.4,161.78,3,background
RADAR-45-oceania-software-update,software-update,oceania,T45,45,3,P66-S18,P70-S13,,2.18,0,1.6,28.8,107.86,4,background
RADAR-46-na-east-human-web,human-web,na-east,T46,46,2,P53-S04,P09-S18,,9.4,0,3.6,12,164.41,2,mixed
RADAR-46-na-east-video-streaming,video-streaming,na-east,T46,46,2,P56-S06,P14-S01,,6.04,0,3,21.6,348.17,3,background
RADAR-46-na-east-background-sync,background-sync,na-east,T46,46,2,P65-S12,P29-S14,,6.72,0,3.6,24,82.51,3,background
RADAR-46-na-west-human-web,human-web,na-west,T46,46,2,P62-S10,P30-S03,,8.23,0,3.15,10.5,143.86,2,mixed
RADAR-46-na-west-interactive-realtime,interactive-realtime,na-west,T46,46,1,P68-S14,P40-S12,,9.4,0,2.1,6.3,80.39,1,routing
RADAR-46-na-west-api,api,na-west,T46,46,2,P71-S16,P45-S16,,10.58,0,4.2,12.6,61.5,1,telemetry
RADAR-46-europe-human-web,human-web,europe,T46,46,2,P05-S15,P71-S16,,9.25,0,3.54,11.8,161.67,2,mixed
RADAR-46-europe-video-streaming,video-streaming,europe,T46,46,2,P08-S17,P04-S21,,5.94,0,2.95,21.24,342.36,3,background
RADAR-46-europe-automated,automated,europe,T46,46,2,P23-S05,P29-S21,,5.28,0,2.36,9.44,139.08,4,routing
RADAR-COMPUTE-46-europe,local-compute,europe,T46,46,2,,,P20-S03,15.85,1,9.44,37.76,0,2,compute
RADAR-46-east-asia-human-web,human-web,east-asia,T46,46,2,P25-S21,P09-S01,,8.93,0,3.42,11.4,156.19,2,mixed
RADAR-46-east-asia-interactive-realtime,interactive-realtime,east-asia,T46,46,1,P31-S03,P19-S10,,10.21,0,2.28,6.84,87.28,1,routing
RADAR-46-east-asia-api,api,east-asia,T46,46,2,P34-S05,P24-S14,,11.48,0,4.56,13.68,66.77,1,telemetry
RADAR-46-east-asia-background-sync,background-sync,east-asia,T46,46,2,P37-S07,P29-S19,,6.38,0,3.42,22.8,78.38,3,background
RADAR-46-east-asia-dns-control,dns-control,east-asia,T46,46,1,P46-S13,P44-S10,,3.83,0,1.14,4.56,26.13,1,telemetry
RADAR-46-south-america-human-web,human-web,south-america,T46,46,2,P40-S04,P07-S21,,5.95,0,2.4,8,104.13,2,mixed
RADAR-46-south-america-video-streaming,video-streaming,south-america,T46,46,2,P43-S06,P12-S04,,3.83,0,2,14.4,220.5,3,background
RADAR-46-south-america-software-update,software-update,south-america,T46,46,2,P55-S14,P32-S22,,2.98,0,1.6,28.8,147,4,background
RADAR-46-oceania-human-web,human-web,oceania,T46,46,2,P52-S09,P46-S13,,4.86,0,2.4,8,84.95,2,mixed
RADAR-46-oceania-interactive-realtime,interactive-realtime,oceania,T46,46,1,P58-S13,P56-S22,,5.55,0,1.6,4.8,47.47,1,routing
RADAR-46-oceania-api,api,oceania,T46,46,2,P61-S15,P61-S04,,6.25,0,3.2,9.6,36.31,1,telemetry
RADAR-47-na-east-human-web,human-web,na-east,T47,47,1,P54-S04,P10-S19,,11.43,0,3.6,12,199.82,2,mixed
RADAR-47-na-east-interactive-realtime,interactive-realtime,na-east,T47,47,1,P60-S08,P20-S06,,13.06,0,2.4,7.2,111.66,1,routing
RADAR-47-na-east-api,api,na-east,T47,47,1,P63-S10,P25-S10,,14.69,0,4.8,14.4,85.42,1,telemetry
RADAR-47-na-west-human-web,human-web,na-west,T47,47,1,P63-S10,P31-S03,,10,0,3.15,10.5,174.84,2,mixed
RADAR-47-na-west-video-streaming,video-streaming,na-west,T47,47,1,P66-S12,P36-S08,,6.43,0,2.63,18.9,370.25,3,background
RADAR-47-na-west-automated,automated,na-west,T47,47,1,P09-S22,P61-S08,,5.71,0,2.1,8.4,150.41,4,routing
RADAR-COMPUTE-47-na-west,local-compute,na-west,T47,47,1,,,P06-S20,17.14,1,8.4,33.6,0,2,compute
RADAR-47-europe-human-web,human-web,europe,T47,47,1,P06-S15,P72-S17,,11.24,0,3.54,11.8,196.49,2,mixed
RADAR-47-europe-interactive-realtime,interactive-realtime,europe,T47,47,1,P12-S19,P10-S04,,12.84,0,2.36,7.08,109.8,1,routing
RADAR-47-europe-api,api,europe,T47,47,1,P15-S21,P15-S08,,14.45,0,4.72,14.16,84,1,telemetry
RADAR-47-europe-background-sync,background-sync,europe,T47,47,1,P18-S01,P20-S13,,8.03,0,3.54,23.6,98.61,3,background
RADAR-47-europe-dns-control,dns-control,europe,T47,47,1,P27-S07,P35-S04,,4.82,0,1.18,4.72,32.87,1,telemetry
RADAR-47-east-asia-human-web,human-web,east-asia,T47,47,1,P26-S21,P10-S01,,10.86,0,3.42,11.4,189.83,2,mixed
RADAR-47-east-asia-video-streaming,video-streaming,east-asia,T47,47,1,P29-S01,P15-S06,,6.98,0,2.85,20.52,401.99,3,background
RADAR-47-east-asia-software-update,software-update,east-asia,T47,47,1,P41-S09,P35-S02,,5.43,0,2.28,41.04,267.99,4,background
RADAR-47-south-america-human-web,human-web,south-america,T47,47,1,P41-S04,P08-S22,,7.24,0,2.4,8,126.55,2,mixed
RADAR-47-south-america-interactive-realtime,interactive-realtime,south-america,T47,47,1,P47-S08,P18-S09,,8.27,0,1.6,4.8,70.72,1,routing
RADAR-47-south-america-api,api,south-america,T47,47,1,P50-S10,P23-S13,,9.31,0,3.2,9.6,54.1,1,telemetry
RADAR-47-oceania-human-web,human-web,oceania,T47,47,1,P53-S09,P47-S13,,5.9,0,2.4,8,103.24,2,mixed
RADAR-47-oceania-video-streaming,video-streaming,oceania,T47,47,1,P56-S11,P52-S18,,3.8,0,2,14.4,218.62,3,background
RADAR-47-oceania-background-sync,background-sync,oceania,T47,47,1,P65-S17,P67-S09,,4.22,0,2.4,16,51.81,3,background
RADAR-47-oceania-automated,automated,oceania,T47,47,1,P71-S21,P05-S18,,3.37,0,1.6,6.4,88.82,4,routing
RADAR-COMPUTE-47-oceania,local-compute,oceania,T47,47,1,,,P68-S19,10.12,0,6.4,25.6,0,2,compute
